metric_name,count,suggested_action,suggested_field_key,suggested_name_cn,suggested_alias,score,validator_status,validator_reason,unit,topic_examples,table_title_examples,page_examples,report_examples,candidate_details
董监高人员中男性占比,2,keep_unknown,,,,0,,no_candidate,%,,员工雇佣;员工雇佣-社会绩效,page_59.png;page_59_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
董监高人员中女性占比,2,keep_unknown,,,,0,,no_candidate,%,,员工雇佣;员工雇佣-社会绩效,page_59.png;page_59_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
董监高人员中30～50岁占比,2,keep_unknown,,,,0,,no_candidate,%,,员工雇佣;员工雇佣-社会绩效,page_59.png;page_59_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
董监高人员中50岁以上占比,2,keep_unknown,,,,0,,no_candidate,%,,员工雇佣;员工雇佣-社会绩效,page_59.png;page_59_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
员工培训总场次,2,keep_unknown,,,,0,,no_candidate,次,,员工培训,page_59.png;page_59_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
员工因工死亡率,2,keep_unknown,,,,0,,no_candidate,%,,职业健康与安全,page_59.png;page_59_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
质量培训人次,2,keep_unknown,,,,0,,no_candidate,人次,,产品与质量,page_60.png;page_60_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
客户服务投诉处理率,2,keep_unknown,,,,0,,no_candidate,%,,产品与质量,page_60.png;page_60_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
已授权专利项目数,2,keep_unknown,,,,0,,no_candidate,项,,研发创新,page_60.png;page_60_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
累计申请专利项目数,2,keep_unknown,,,,0,,no_candidate,项,,研发创新,page_60.png;page_60_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
中国内地供应商采购比例,2,keep_unknown,,,,0,,no_candidate,%,,供应链,page_60.png;page_60_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
港澳台及海外供应商采购比例,2,keep_unknown,,,,0,,no_candidate,%,,供应链,page_60.png;page_60_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
环境合规管理,2,keep_unknown,,,,0,,no_candidate,,环境,ESG 报告附录表格;索引,page_61_left.png;page_50.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
绿色低碳发展,2,keep_unknown,,,,0,,no_candidate,,,ESG 报告附录表格;ESG 绩效数据表,page_61_left.png;page_41_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
有研新材共上缴税费,2,keep_unknown,,,,0,,no_candidate,万元,,2024年关键绩效;2024年关键绩效表-税费缴纳,page_42.png;page_42_left.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
重复用水总量,2,keep_unknown,,,,0,,no_candidate,吨,,关键绩效表-环境范畴,page_49.png;page_49_left.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
重复用水消耗量占比,2,keep_unknown,,,,0,,no_candidate,%,,关键绩效表-环境范畴,page_49.png;page_49_left.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
一般工业固体废物处置量,2,keep_unknown,,,,0,,no_candidate,吨,,关键绩效表-环境范畴,page_49.png;page_49_left.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
残疾员工,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
博士研究生,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
硕士研究生,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
专科,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
应届毕业生,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
数据安全事件涉及的金额,2,keep_unknown,,,,0,,no_candidate,件,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
泄露客户隐私事件涉及的金额,2,keep_unknown,,,,0,,no_candidate,万元,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
违反科技伦理事件数量,2,keep_unknown,,,,0,,no_candidate,件,,关键绩效表-社会范畴;社会范畴,page_49.png;page_49_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告,[]
本年度营业收入,2,keep_unknown,,,,0,,no_candidate,万元;百万元,,ESG绩效表-环境绩效;ESG绩效表,page_52.png;page_52_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
年度循环水总用量,2,keep_unknown,,,,0,,no_candidate,吨,,ESG绩效表-环境绩效;ESG绩效表,page_52.png;page_52_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
本年度循环水使用占比,2,keep_unknown,,,,0,,no_candidate,%,,ESG绩效表-环境绩效;ESG绩效表,page_52.png;page_52_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
报告期内自发电电力使用比例,2,keep_unknown,,,,0,,no_candidate,%,,ESG绩效表-环境绩效;ESG绩效表,page_52.png;page_52_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
无废厂区物料循环利用率,2,keep_unknown,,,,0,,no_candidate,吨;%,,ESG绩效表-环境绩效,page_52.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
研发员工比例（%）,2,keep_unknown,,,,0,,no_candidate,%,,ESG绩效表-社会绩效;社会绩效,page_52.png;page_52_right.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
年度授权专利数,2,keep_unknown,,,,0,,no_candidate,项,,ESG绩效表-社会绩效;社会绩效,page_52.png;page_52_right.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
累计有效专利数,2,keep_unknown,,,,0,,no_candidate,项,,ESG绩效表-社会绩效;社会绩效,page_52.png;page_52_right.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
其中：应用于主营业务的发明专利数量,2,keep_unknown,,,,0,,no_candidate,项,,ESG绩效表-社会绩效;社会绩效,page_52.png;page_52_right.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
员工总流失率,2,keep_unknown,,,,0,,no_candidate,%,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
公司员工培训总成本,2,keep_unknown,,,,0,,no_candidate,万元人民币,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
从业人员职业伤害保险的投入金额,2,keep_unknown,,,,0,,no_candidate,万元人民币,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
与公司建立了长期合作的供应商数量,2,keep_unknown,,,,0,,no_candidate,家,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
帮扶项目个数,2,keep_unknown,,,,0,,no_candidate,个,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
员工中志愿者人数,2,keep_unknown,,,,0,,no_candidate,人,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
员工中志愿者参与公益活动次数,2,keep_unknown,,,,0,,no_candidate,次,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
年度开展志愿者活动工时数,2,keep_unknown,,,,0,,no_candidate,小时,,社会绩效;ESG绩效表-社会绩效,page_53.png;page_53_left.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
安全培训次数,2,keep_unknown,,,,0,,no_candidate,次;场,强化安全培训,安全培训与应急演练数据表;量化数据绩效表-安全培训,page_52.png;page_52_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
国内获批的仿制药累计数量,2,keep_unknown,,,,0,,no_candidate,个;个产品,,促进医疗普惠-ESG数据表;药品供应与用药负担相关绩效数据,page_56.png;page_56_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
已通过/视同通过仿制药一致性评价数量,2,keep_unknown,,,,0,,no_candidate,个;个产品,,促进医疗普惠-ESG数据表;药品供应与用药负担相关绩效数据,page_56.png;page_56_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
累计纳入国家医保的产品数量,2,keep_unknown,,,,0,,no_candidate,个,,促进医疗普惠-ESG数据表;药品供应与用药负担相关绩效数据,page_56.png;page_56_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
因违反环境保护法律法规而受到的罚款总额,2,keep_unknown,,,,0,,no_candidate,万元人民币,环境合规管理,环境合规管理;关键绩效表,page_58.png;page_58_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
因违反环境保护法律法规而受到处罚的事件数,2,keep_unknown,,,,0,,no_candidate,件,环境合规管理,环境合规管理;关键绩效表,page_58.png;page_58_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
因污染物超标或违规排放而受到处罚的事件数,2,keep_unknown,,,,0,,no_candidate,件,环境合规管理,环境合规管理;关键绩效表,page_58.png;page_58_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
固定源柴油用量,2,keep_unknown,,,,0,,no_candidate,吨,能源利用,能源利用;关键绩效表,page_58.png;page_58_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
公务车汽油用量,2,keep_unknown,,,,0,,no_candidate,升,能源利用,能源利用;关键绩效表,page_58.png;page_58_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
外购蒸汽用量,2,keep_unknown,,,,0,,no_candidate,吉焦,能源利用,能源利用;关键绩效表,page_58.png;page_58_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
按处置方式分类的无害废弃物量：回收／再利用,2,keep_unknown,,,,0,,no_candidate,吨,水资源利用;废弃物处理,水资源利用;关键绩效表,page_58.png;page_58_left.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
温室气体排放密度（范围一＋范围二）,2,keep_unknown,,,,0,,no_candidate,吨二氧化碳当量／百万营收,应对气候变化,应对气候变化;关键绩效表-应对气候变化与员工,page_58.png;page_58_right.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
职工体检经费,2,keep_unknown,,,,0,,no_candidate,万元人民币,应对气候变化;员工,应对气候变化;关键绩效表-应对气候变化与员工,page_58.png;page_58_right.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
员工流失人数,2,keep_unknown,,,,0,,no_candidate,人,应对气候变化;员工,应对气候变化;关键绩效表-应对气候变化与员工,page_58.png;page_58_right.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
员工接受培训平均时长,2,keep_unknown,,,,0,,no_candidate,小时,应对气候变化;员工,应对气候变化;关键绩效表-应对气候变化与员工,page_58.png;page_58_right.png,005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,[]
公司工会会员人数,2,keep_unknown,,,,0,,no_candidate,人,员工关怀,关键绩效表,page_40.png;page_40_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
开展职工代表大会次数,2,keep_unknown,,,,0,,no_candidate,次,员工关怀,关键绩效表,page_40.png;page_40_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
审议通过议题数,2,keep_unknown,,,,0,,no_candidate,个,员工关怀,关键绩效表,page_40.png;page_40_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
学习课程覆盖单位数量,2,keep_unknown,,,,0,,no_candidate,个,新员工培训,2024年培训体系开展情况,page_41.png;page_41_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
覆盖专业类别数量,2,keep_unknown,,,,0,,no_candidate,个,专项培训课程,2024年培训体系开展情况,page_41.png;page_41_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
满意度,2,keep_unknown,,,,0,,no_candidate,%,专项培训课程,2024年培训体系开展情况,page_41.png;page_41_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
内部优秀讲师队伍人数,2,keep_unknown,,,,0,,no_candidate,人,讲师队伍搭建,2024年培训体系开展情况,page_41.png;page_41_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
特种作业人员持证率100%,2,keep_unknown,,,,0,,no_candidate,,,指标与目标,page_43.png;page_43_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
工伤人数为零,2,keep_unknown,,,,0,,no_candidate,,,指标与目标,page_43.png;page_43_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
新增职业病例为零,2,keep_unknown,,,,0,,no_candidate,,,指标与目标,page_43.png;page_43_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
安全处罚为零,2,keep_unknown,,,,0,,no_candidate,,,指标与目标,page_43.png;page_43_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
定期开展员工体检工作,2,keep_unknown,,,,0,,no_candidate,,,指标与目标,page_43.png;page_43_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
董事、监事及高级管理人员报酬（包含现任和离任）,2,keep_unknown,,,,0,,no_candidate,万元人民币,,治理绩效,page_49.png;page_49_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
接受反商业贿赂及反贪污培训的平均时长,2,keep_unknown,,,,0,,no_candidate,小时,,治理绩效,page_49.png;page_49_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
董事及高级管理人员接受反商业贿赂及反贪污培训的平均时长,2,keep_unknown,,,,0,,no_candidate,小时/人,,治理绩效,page_49.png;page_49_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
享受产假员工数,2,keep_unknown,,,,0,,no_candidate,人,,报告后记-关键绩效表;报告后记-治理绩效,page_49.png;page_49_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
职代会审议通过项目数,2,keep_unknown,,,,0,,no_candidate,项,,报告后记-关键绩效表;报告后记-治理绩效,page_49.png;page_49_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
工会审议通过项目数,2,keep_unknown,,,,0,,no_candidate,项,,报告后记-关键绩效表;报告后记-治理绩效,page_49.png;page_49_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
工会会员占在职员工的比例,2,keep_unknown,,,,0,,no_candidate,%,,报告后记-关键绩效表;报告后记-治理绩效,page_49.png;page_49_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
新进员工数,2,keep_unknown,,,,0,,no_candidate,人,新进员工数,按职能划分员工数,page_50.png;page_50_left.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
总工伤人数,2,keep_unknown,,,,0,,no_candidate,人,员工健康与安全,员工健康与安全,page_50.png;page_50_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
安全与质量培训场次,2,keep_unknown,,,,0,,no_candidate,场,员工健康与安全,员工健康与安全,page_50.png;page_50_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
参与安全培训与质量人数,2,keep_unknown,,,,0,,no_candidate,人,员工健康与安全,员工健康与安全,page_50.png;page_50_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
软件著作权累计数,2,keep_unknown,,,,0,,no_candidate,件;项,研发与创新,按专利类型划分;中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,page_51.png;page_55.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
新增供应商廉洁协议签署率,2,keep_unknown,,,,0,,no_candidate,%,,供应链安全,page_51.png;page_51_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
新增签署廉洁协议的供应商总数,2,keep_unknown,,,,0,,no_candidate,个,,供应链安全,page_51.png;page_51_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
2024年乡村振兴投入,2,keep_unknown,,,,0,,no_candidate,万元,,乡村振兴量化数据表;乡村振兴投入情况,page_55.png;page_55_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
共发布各类公告,2,keep_unknown,,,,0,,no_candidate,份,信息披露,信息披露-报告期内;信息披露情况表,page_59.png;page_59_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计现金分红次数,2,keep_unknown,,,,0,,no_candidate,次,,量化数据绩效表-投资者关系与权益保护;现金分红情况表,page_60.png;page_60_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计现金分红金额,2,keep_unknown,,,,0,,no_candidate,亿元,,量化数据绩效表-投资者关系与权益保护;现金分红金额表,page_60.png;page_60_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
2022年现金分红金额,2,keep_unknown,,,,0,,no_candidate,亿元,,量化数据绩效表-投资者关系与权益保护;历年现金分红金额表,page_60.png;page_60_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
2023年现金分红金额,2,keep_unknown,,,,0,,no_candidate,亿元,,量化数据绩效表-投资者关系与权益保护;历年现金分红金额表,page_60.png;page_60_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
2024年现金分红金额,2,keep_unknown,,,,0,,no_candidate,亿元,,量化数据绩效表-投资者关系与权益保护;历年现金分红金额表,page_60.png;page_60_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
所有者权益,2,keep_unknown,,,,0,,no_candidate,亿元,,关键绩效-经济绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
技术创新项目,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效-科创绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计有效专利,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效-科创绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计专利授权数,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效-科创绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计发明专利授权数,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效-科创绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计软件著作权,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效-科创绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计起草国家标准,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效-科创绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
累计起草行业标准,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效-科创绩效,page_65.png;page_65_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
校园招聘,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
离职员工数量,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
其中本科及以上,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
其中本科以下,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
其中汉族,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
员工培训场次,2,keep_unknown,,,,0,,no_candidate,场次,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
员工培训时间,2,keep_unknown,,,,0,,no_candidate,小时,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
员工培训总投入,2,keep_unknown,,,,0,,no_candidate,万元,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
女员工教育培训场次,2,keep_unknown,,,,0,,no_candidate,场次,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
女员工教育培训参与人次,2,keep_unknown,,,,0,,no_candidate,人次,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
女员工教育培训时长,2,keep_unknown,,,,0,,no_candidate,小时,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
工会入会率,2,keep_unknown,,,,0,,no_candidate,%,,关键绩效-社会绩效;社会绩效,page_65.png;page_65_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
平等协商会议落实员工代表提案数量,2,keep_unknown,,,,0,,no_candidate,个,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
疑似职业病人员,2,keep_unknown,,,,0,,no_candidate,人,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
重大安全隐患,2,keep_unknown,,,,0,,no_candidate,次,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
重大安全事故,2,keep_unknown,,,,0,,no_candidate,件,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
安全检查次数,2,keep_unknown,,,,0,,no_candidate,场次,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
安全培训参与人次,2,keep_unknown,,,,0,,no_candidate,人次,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
供应商数量,2,keep_unknown,,,,0,,no_candidate,家,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
供应商评价覆盖率,2,keep_unknown,,,,0,,no_candidate,%,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
开展供应商培训次数,2,keep_unknown,,,,0,,no_candidate,次,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
帮扶困难员工总投入,2,keep_unknown,,,,0,,no_candidate,万元,,社会绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
接听投资者热线,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效-业务说明会;治理绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
回复投资者邮件,2,keep_unknown,,,,0,,no_candidate,封,,治理绩效-业务说明会;治理绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
